customer_id,total_orders,total_spend,avg_order_value,purchase_frequency,unique_books,total_order_lines,avg_shipping_cost,preferred_shipping,recency_days,churn
1250,1,24.5,12.25,2,2,2,8.9,Priority,239,1
1251,3,35.9,7.18,5,5,5,11.9,Express,225,1
1252,4,111.94,11.193999999999999,10,10,10,17.0,International,272,1
1253,1,9.69,4.845,2,2,2,11.9,Express,964,1
1254,4,50.89,8.481666666666667,6,6,6,7.900000000000001,Standard,374,1
1255,4,68.63,6.239090909090908,11,11,11,18.28181818181818,International,142,0
1256,7,139.36,10.719999999999999,13,13,13,14.438461538461537,International,167,0
1257,2,89.03,12.718571428571428,7,7,7,11.9,Express,399,1
1259,8,171.66,10.72875,16,16,16,8.9,Express,129,0
1260,6,105.36,8.104615384615384,13,13,13,8.9,Express,181,1
1261,1,28.259999999999998,9.42,3,3,3,5.900000000000001,Standard,66,0
1262,1,33.74,11.246666666666668,3,3,3,11.9,Express,72,0
1263,4,73.63,9.20375,8,8,8,22.925,International,94,0
1264,9,149.87,9.366875,16,16,16,12.2375,Priority,88,0
1265,3,56.94,9.49,6,6,6,16.7,International,339,1
1266,3,54.620000000000005,13.655,4,4,4,15.95,International,163,0
1267,3,51.06,7.2942857142857145,7,7,7,11.9,Express,135,0
1268,7,99.24,6.6160000000000005,15,15,15,11.38,Priority,236,1
1269,4,73.71000000000001,7.3709999999999996,10,10,10,7.4,Priority,171,0
1270,4,98.15,10.905555555555557,9,9,9,10.033333333333333,Standard,26,0
1271,5,83.47999999999999,8.347999999999999,10,10,10,13.819999999999999,Express,52,0
1272,1,27.48,9.159999999999998,3,3,3,5.900000000000001,Standard,481,1
1273,3,57.89,11.578,5,5,5,18.259999999999998,International,301,1
1274,2,30.02,7.505,4,4,4,10.4,Express,139,0
1275,2,62.67,12.533999999999999,5,5,5,24.5,International,266,1
1276,3,90.58,12.94,7,7,7,17.385714285714286,International,194,1
1277,1,9.46,9.46,1,1,1,8.9,Priority,622,1
1278,8,148.0,9.866666666666667,15,15,15,11.580000000000002,Priority,34,0
1279,5,116.24000000000001,10.567272727272726,11,11,11,13.045454545454545,Express,179,0
1280,3,72.97,9.12125,8,8,8,8.9,Express,16,0
1281,5,95.35,13.62142857142857,7,7,7,16.52857142857143,International,74,0
1282,2,51.5,12.875,4,4,4,7.4,Priority,217,1
1283,7,153.7,10.97857142857143,14,14,14,12.928571428571429,International,277,1
1284,8,142.31,8.894375,16,16,16,10.6625,Priority,199,1
1285,4,100.3,11.144444444444444,9,9,9,15.433333333333334,Express,252,1
1286,2,68.39999999999999,13.680000000000001,5,5,5,15.14,Priority,276,1
1287,1,18.1,9.05,2,2,2,24.5,International,1074,1
1288,2,28.02,9.34,3,3,3,14.1,Priority,807,1
1289,9,202.03,11.884117647058824,17,17,17,9.111764705882353,Standard,318,1
1290,3,73.24,12.206666666666665,6,6,6,14.1,Priority,784,1
1291,2,26.349999999999998,6.5874999999999995,4,4,4,21.35,International,452,1
1292,2,43.24,10.81,4,4,4,7.4,Standard,28,0
1293,1,32.42,8.105,4,4,4,5.9,Standard,1043,1
1294,4,98.44,8.203333333333333,12,12,12,15.200000000000001,International,306,1
1295,3,91.56,15.26,6,6,6,15.1,Express,764,1
1296,3,32.98,5.496666666666667,6,6,6,11.5,Priority,591,1
1297,3,59.550000000000004,8.507142857142858,7,7,7,10.185714285714285,Express,230,1
1298,5,114.04,12.67111111111111,9,9,9,13.033333333333333,Express,238,1
1299,6,111.2,9.266666666666666,12,12,12,11.950000000000001,Express,5,0
1300,7,172.36,11.490666666666666,16,16,16,12.3875,Priority,231,1
1301,1,34.13,17.065,2,2,2,24.5,International,505,1
1302,6,86.77,7.888181818181818,11,11,11,10.372727272727273,Standard,6,0
1303,1,19.029999999999998,9.514999999999999,2,2,2,11.9,Express,868,1
1304,6,99.8,9.979999999999999,10,10,10,13.219999999999999,Express,576,1
1305,3,74.81,9.35125,8,8,8,10.55,Standard,19,0
1306,4,90.16,11.27,8,8,8,8.15,Standard,122,0
1307,5,63.41,7.9262500000000005,8,8,8,7.4,Priority,159,0
1308,7,110.89,8.53,13,13,13,13.238461538461538,International,124,0
1309,4,88.64,9.848888888888888,9,9,9,10.7,Standard,35,0
1310,6,152.43,10.162,15,15,15,10.54,Express,13,0
1311,3,31.05,4.435714285714285,7,7,7,13.357142857142858,Priority,237,1
1312,10,199.06,10.476842105263156,19,19,19,12.689473684210526,Standard,85,0
1313,2,14.459999999999999,7.2299999999999995,2,2,2,8.9,Priority,148,0
1314,1,7.3,7.3,1,1,1,24.5,International,513,1
1315,8,195.33,10.851666666666667,18,18,18,12.733333333333334,Priority,44,0
1316,4,76.83,12.805000000000001,6,6,6,15.1,Express,158,0
1317,4,80.17,11.452857142857143,7,7,7,13.357142857142858,Priority,55,0
1318,5,67.98,11.33,6,6,6,16.2,International,2,0
1319,3,71.79,11.964999999999998,6,6,6,14.0,Express,239,1
1320,9,184.88,12.325333333333335,15,15,15,15.139999999999999,International,39,0
1321,1,28.72,9.573333333333332,3,3,3,24.5,International,174,0
1322,5,120.84,10.07,12,12,12,15.4,Priority,376,1
1323,4,84.09,10.51125,8,8,8,15.5,Express,223,1
1324,5,110.91,10.082727272727272,11,11,11,15.172727272727274,International,332,1
1325,2,44.62,8.924,5,5,5,5.9,Standard,492,1
1326,2,19.490000000000002,6.496666666666667,3,3,3,19.3,International,315,1
1327,1,26.85,8.950000000000001,3,3,3,8.9,Priority,552,1
1328,5,98.63,8.219166666666666,12,12,12,19.25,International,286,1
1329,5,108.47,9.039166666666667,12,11,12,13.5,Express,40,0
1330,2,28.029999999999998,5.606,5,5,5,8.3,Standard,249,1
1331,6,143.69,9.57933333333333,15,15,15,10.5,Express,110,0
1332,2,52.89,13.2225,4,4,4,9.65,Priority,495,1
1333,3,33.2,8.299999999999999,4,4,4,7.4,Standard,422,1
1334,3,81.13,13.521666666666667,6,6,6,7.900000000000001,Priority,278,1
1335,6,117.4,9.783333333333333,12,12,12,16.95,International,57,0
1336,6,174.74,12.48142857142857,14,14,14,11.942857142857145,Express,136,0
1337,1,26.2,13.1,2,2,2,24.5,International,922,1
1338,4,53.27,10.654,5,5,5,15.14,International,581,1
1339,9,173.04999999999998,10.815625,16,16,16,15.5375,International,27,0
1340,8,188.46,10.47,18,18,18,12.466666666666667,Express,348,1
1341,2,13.73,4.576666666666667,3,3,3,5.900000000000001,Standard,147,0
1342,3,68.88,9.84,7,7,7,19.185714285714287,International,95,0
1343,4,83.91,10.48875,8,8,8,12.8,Express,115,0
1345,5,135.32,12.30181818181818,11,11,11,10.263636363636364,Express,330,1
1346,4,90.35,8.213636363636363,11,11,11,17.62727272727273,Express,78,0
1347,6,139.82999999999998,11.652499999999998,12,12,12,15.65,International,305,1
1348,9,178.75,10.51470588235294,17,17,17,11.652941176470588,Priority,177,0
1349,7,170.03,14.169166666666667,12,12,12,8.4,Standard,235,1
1350,9,188.47,11.779375,16,16,16,14.75,International,80,0
1351,1,28.560000000000002,14.280000000000001,2,2,2,5.9,Standard,796,1
1352,3,104.69,14.955714285714288,7,7,7,24.5,International,245,1
1353,7,152.46,11.727692307692308,13,13,13,14.392307692307693,Priority,413,1
1354,5,130.98,13.098000000000003,10,10,10,17.66,International,241,1
1355,3,93.4,11.675,8,8,8,8.9,Express,255,1
1356,4,116.15,11.615,10,10,10,12.080000000000002,Standard,63,0
1357,2,28.91,7.2275,4,4,4,24.5,International,645,1
1358,3,40.92,8.184000000000001,5,5,5,15.74,Express,159,0
1359,8,140.25,8.765625,16,16,16,12.6125,Standard,148,0
1360,9,167.5,9.305555555555554,18,18,18,15.466666666666665,International,24,0
1361,6,107.64,8.97,12,12,12,8.15,Priority,20,0
1362,1,18.13,9.065,2,2,2,11.9,Express,352,1
1363,6,202.34,15.564615384615385,13,13,13,14.43846153846154,International,345,1
1364,6,98.99000000000001,7.614615384615385,13,13,13,14.900000000000002,International,116,0
1365,5,120.89,12.089000000000002,10,10,10,10.4,Express,227,1
1366,5,88.89,9.876666666666667,9,9,9,15.5,International,286,1
1367,3,84.73,10.591249999999999,8,8,8,15.125,Express,158,0
1368,4,83.13,11.875714285714285,7,7,7,8.9,Priority,523,1
1369,3,42.06,10.515,4,4,4,15.95,International,347,1
1370,2,27.08,13.54,2,2,2,15.2,International,172,0
1371,4,63.69,7.076666666666666,9,9,9,9.233333333333334,Express,20,0
1372,3,71.47,11.911666666666667,6,6,6,14.0,Express,189,1
1373,6,119.53999999999999,8.538571428571426,14,14,14,15.114285714285714,Priority,33,0
1374,3,57.25,8.178571428571429,7,7,7,9.757142857142856,Priority,167,0
1375,1,10.04,5.02,2,2,2,5.9,Standard,756,1
1377,3,25.03,5.006,5,5,5,8.9,Express,135,0
1378,3,30.81,7.7025,4,4,4,15.2,International,530,1
1379,5,120.51,10.955454545454547,11,11,11,15.390909090909092,Express,8,0
1380,3,61.540000000000006,10.256666666666666,6,6,6,13.1,Standard,529,1
1381,5,89.34,9.926666666666666,9,9,9,11.966666666666667,Express,48,0
1382,1,1.03,1.03,1,1,1,8.9,Priority,896,1
1383,2,48.06,9.612,5,5,5,18.259999999999998,International,49,0
1384,8,101.07000000000001,8.4225,12,12,12,12.299999999999999,Standard,40,0
1385,8,168.46,11.230666666666663,15,15,15,11.620000000000001,Priority,138,0
1386,10,172.46,10.144705882352941,17,17,17,14.370588235294118,Express,30,0
1387,2,50.12,16.706666666666667,3,3,3,7.900000000000001,Priority,538,1
1388,7,151.76,11.673846153846153,13,13,13,13.884615384615385,Express,233,1
1389,2,19.39,6.463333333333334,3,3,3,7.900000000000001,Priority,380,1
1390,3,50.69,10.138,5,5,5,12.620000000000001,Priority,257,1
1391,1,23.6,11.8,2,2,2,8.9,Priority,501,1
1393,3,45.88,9.176,5,5,5,14.540000000000001,International,795,1
1394,3,50.8,8.466666666666667,6,6,6,13.1,International,131,0
1395,3,62.36,12.472,5,5,5,7.7,Priority,98,0
1396,2,29.509999999999998,7.3774999999999995,4,4,4,16.7,International,109,0
1397,3,100.03,14.290000000000001,7,7,7,8.471428571428572,Standard,84,0
1398,6,69.03,7.67,9,9,9,16.833333333333332,International,277,1
1399,3,36.92,7.384,5,5,5,7.7,Priority,602,1
1400,1,15.8,15.8,1,1,1,8.9,Priority,765,1
1401,5,106.6,9.69090909090909,11,11,11,10.863636363636363,Express,133,0
1402,3,106.72,13.34,8,8,8,8.525,Priority,341,1
1403,7,221.42000000000002,12.301111111111112,18,18,18,13.533333333333333,Express,6,0
1404,3,35.49,7.098000000000001,5,5,5,13.940000000000001,International,392,1
1406,3,44.61,8.922,5,5,5,15.74,Express,607,1
1407,5,123.05,11.186363636363636,11,11,11,15.172727272727274,International,39,0
1408,9,136.42000000000002,7.578888888888888,18,18,18,11.600000000000001,Express,6,0
1409,6,70.59,5.882499999999999,12,12,12,8.4,Standard,303,1
1410,4,54.150000000000006,10.830000000000002,5,5,5,14.540000000000001,International,61,0
1411,3,73.26,9.1575,8,8,8,15.95,International,329,1
1412,3,58.42,14.605,4,4,4,13.55,Priority,392,1
1413,5,109.09,9.090833333333334,12,12,12,11.549999999999999,Standard,10,0
1414,5,159.20000000000002,11.371428571428572,14,14,14,13.357142857142858,Express,161,0
1415,3,60.25,10.041666666666666,6,6,6,18.3,International,370,1
1416,4,89.36,9.928888888888888,9,9,9,15.5,International,40,0
1417,3,52.25,8.708333333333334,6,6,6,16.1,Express,254,1
1418,5,66.63,6.057272727272727,11,11,11,15.390909090909092,Express,22,0
1419,1,15.04,7.52,2,2,2,24.5,International,695,1
1420,6,103.42,9.401818181818182,11,11,11,11.463636363636365,Priority,13,0
1421,3,48.93,6.989999999999999,7,7,7,9.328571428571427,Express,239,1
1422,6,104.78999999999999,10.479,10,10,10,9.56,Priority,227,1
1423,4,69.33,8.66625,8,8,8,9.725000000000001,Priority,285,1
1424,10,225.11,10.23227272727273,22,22,22,16.563636363636363,International,39,0
1425,4,109.19,9.92636363636364,11,11,11,12.554545454545455,Priority,49,0
1426,7,140.5,10.807692307692308,13,13,13,12.961538461538462,Express,244,1
1427,2,47.99000000000001,11.997500000000002,4,4,4,8.9,Express,822,1
1428,2,30.75,10.25,3,3,3,9.9,Priority,299,1
1429,6,134.13,10.317692307692308,13,13,13,11.715384615384616,Express,121,0
1430,3,71.65,11.941666666666668,6,6,6,10.4,Express,28,0
1431,4,60.82,8.688571428571429,7,7,7,8.9,Priority,121,0
1432,3,52.34,8.723333333333333,6,6,6,9.0,Standard,175,0
1433,2,15.51,7.755,2,2,2,7.4,Priority,489,1
1434,7,133.3,9.52142857142857,14,14,14,10.485714285714286,Priority,60,0
1435,1,19.44,6.48,3,3,3,24.5,International,181,1
1436,4,135.42000000000002,15.046666666666669,10,10,10,15.14,International,258,1
1437,4,120.36,12.036,10,10,10,11.72,Priority,131,0
1438,5,87.03999999999999,7.253333333333333,12,12,12,12.0,Express,802,1
1439,2,17.33,8.665,2,2,2,18.2,Express,261,1
1440,7,135.71,9.693571428571428,14,14,14,11.814285714285715,Priority,230,1
1441,1,15.59,7.795,2,2,2,24.5,International,180,0
1442,1,30.26,15.13,2,2,2,8.9,Priority,501,1
1443,4,87.73,10.966249999999999,8,8,8,6.65,Standard,171,0
1444,1,20.130000000000003,10.065000000000001,2,2,2,5.9,Standard,23,0
1445,3,80.42,13.403333333333334,6,6,6,13.1,International,254,1
1446,5,96.48,8.77090909090909,11,11,11,8.354545454545455,Priority,6,0
1447,2,49.22,12.305,4,4,4,9.65,Priority,193,1
1448,2,37.64,12.546666666666667,3,3,3,9.9,Express,317,1
1449,9,171.88,9.548888888888888,18,18,18,10.9,Express,190,1
1450,6,143.57,14.357,10,10,10,11.72,Priority,266,1
1451,3,41.84,8.368,5,5,5,10.7,Express,320,1
1452,4,115.69,11.568999999999999,10,10,10,12.919999999999998,Priority,157,0
1453,2,31.97,7.9925,4,4,4,16.7,International,347,1
1454,2,59.69,14.9225,4,4,4,10.4,Express,323,1
1455,1,0.42,0.21,2,2,2,5.9,Standard,502,1
1456,4,95.25,10.583333333333334,9,9,9,11.7,Priority,339,1
1457,1,33.86,11.286666666666667,3,3,3,11.9,Express,1072,1
1458,1,4.83,4.83,1,1,1,11.9,Express,705,1
1460,3,58.53,11.706,5,5,5,14.540000000000001,International,650,1
1461,5,99.73,9.973,10,10,10,20.119999999999997,International,402,1
1462,1,11.07,11.07,1,1,1,5.9,Standard,92,0
1463,4,87.98,10.997499999999999,8,8,8,8.15,Standard,251,1
1464,3,35.69,8.9225,4,4,4,12.05,Standard,181,1
1465,5,165.2,11.013333333333332,15,15,15,14.34,International,264,1
1466,4,116.5,10.590909090909093,11,11,11,7.8090909090909095,Standard,187,1
1467,3,58.019999999999996,11.604,5,5,5,8.9,Express,419,1
1468,2,47.71,11.9275,4,4,4,8.9,Priority,462,1
1469,2,61.99,8.855714285714287,7,7,7,9.328571428571427,Express,510,1
1470,4,100.47,11.163333333333334,9,9,9,13.766666666666667,Priority,5,0
1471,4,62.81999999999999,10.47,7,7,7,9.328571428571427,Express,423,1
1472,2,54.410000000000004,10.882000000000001,5,5,5,17.06,International,592,1
1473,3,76.91,10.987142857142857,7,7,7,6.757142857142858,Standard,79,0
1474,12,241.57999999999998,12.078999999999999,20,20,20,13.88,Priority,116,0
1475,3,97.52,12.190000000000001,8,8,8,5.9,Standard,492,1
1476,5,68.87,8.60875,8,8,8,13.25,Standard,63,0
1477,2,63.89,10.648333333333332,6,6,6,12.1,Standard,120,0
1478,4,87.41,10.92625,8,8,8,15.5,International,125,0
1479,4,59.53,9.921666666666667,6,6,6,9.9,Express,384,1
1480,8,103.54,6.902666666666666,15,15,15,15.3,Express,119,0
1481,7,108.83,8.371538461538462,13,13,13,14.853846153846153,Express,466,1
1482,6,119.78999999999999,9.214615384615385,13,13,13,14.853846153846153,Express,27,0
1483,7,106.76,8.896666666666667,12,12,12,14.85,Express,25,0
1484,8,136.1,8.50625,16,16,16,18.425,International,3,0
1485,4,84.08,10.51,8,7,8,19.4,International,228,1
1486,7,134.38,7.904705882352941,17,17,17,14.052941176470588,Priority,235,1
1487,1,18.82,9.41,2,2,2,8.9,Priority,289,1
1488,5,108.28,9.023333333333332,12,12,12,18.3,International,88,0
1489,2,50.86,10.172,5,5,5,7.1,Standard,51,0
1490,4,84.9,10.612499999999999,8,8,8,10.55,Standard,177,0
1491,3,86.89,12.412857142857144,7,7,7,12.928571428571429,Standard,155,0
1492,2,31.33,6.266,5,5,5,8.9,Priority,143,0
1494,3,46.13,9.225999999999999,5,5,5,11.9,Express,138,0
1495,5,86.18,10.7725,8,8,8,12.05,Priority,503,1
1496,2,41.1,10.274999999999999,4,4,4,10.4,Express,229,1
1497,10,312.83,12.031923076923078,26,26,26,12.93846153846154,Express,131,0
1498,5,118.34,9.861666666666666,12,12,12,17.95,International,352,1
1499,7,178.47,11.897999999999998,15,15,15,11.78,Express,163,0
1500,2,25.14,8.379999999999999,3,3,3,18.3,International,579,1
1501,7,183.85,11.490625,16,16,16,16.925,International,100,0
1502,4,100.05,11.116666666666665,9,9,9,8.9,Priority,930,1
1503,3,54.05,9.008333333333333,6,6,6,18.3,International,410,1
1504,5,99.63,11.07,9,9,9,10.700000000000001,Standard,23,0
1505,5,87.69999999999999,10.962499999999999,8,8,8,12.725,Express,345,1
1506,6,102.37,9.306363636363635,11,11,11,15.990909090909092,International,299,1
1507,2,45.97,15.323333333333332,3,3,3,14.1,Priority,559,1
1508,4,73.64,12.273333333333332,6,6,6,10.0,Standard,96,0
1509,2,50.86,12.715,4,4,4,16.7,International,683,1
1510,9,230.42000000000002,10.972380952380952,21,21,21,15.7,Express,78,0
1511,3,72.8,12.133333333333333,6,6,6,14.0,Express,414,1
1512,3,93.25,8.477272727272727,11,11,11,12.609090909090908,Standard,41,0
1513,6,106.28,8.175384615384617,13,13,13,10.838461538461539,Priority,309,1
1514,2,40.06,13.353333333333333,3,3,3,20.3,International,29,0
1515,1,1.49,1.49,1,1,1,8.9,Priority,0,0
1516,4,91.51,11.43875,8,8,8,10.475000000000001,Standard,38,0
1517,2,37.05,7.410000000000001,5,5,5,8.3,Standard,299,1
1518,4,145.94,13.267272727272728,11,11,11,12.063636363636363,Standard,11,0
1519,10,194.66,9.732999999999999,20,20,20,13.1,Priority,146,0
1520,5,78.84,8.76,9,9,9,12.366666666666667,Priority,300,1
1521,7,181.28,12.948571428571428,14,14,14,14.685714285714285,Express,224,1
1522,5,79.69,7.968999999999999,10,10,10,11.42,Priority,132,0
1523,2,60.730000000000004,12.146,5,5,5,8.3,Priority,341,1
1524,3,53.150000000000006,7.592857142857143,7,7,7,16.52857142857143,International,30,0
1525,2,67.75,9.678571428571429,7,7,7,13.87142857142857,Standard,771,1
1526,4,90.46,11.307500000000001,8,8,8,12.05,Standard,465,1
1527,4,95.02,11.877500000000001,8,8,8,8.225,Standard,163,0
1528,5,140.16,9.344,15,15,15,12.06,Priority,124,0
1529,1,24.57,12.285,2,2,2,8.9,Priority,871,1
1530,1,18.4,18.4,1,1,1,5.9,Standard,864,1
1532,2,41.4,10.35,4,4,4,8.15,Priority,321,1
1533,1,19.14,9.57,2,2,2,24.5,International,654,1
1534,3,83.78,13.963333333333333,6,6,6,14.1,Express,205,1
1535,1,36.650000000000006,12.216666666666667,3,3,3,8.9,Priority,66,0
1536,7,169.81,13.06230769230769,13,13,13,14.115384615384615,Express,122,0
1537,12,278.03,9.929642857142856,28,28,28,9.371428571428572,Priority,23,0
1538,1,41.45,13.816666666666668,3,3,3,11.9,Express,306,1
1539,1,33.910000000000004,16.955000000000002,2,2,2,8.9,Priority,570,1
1540,5,102.16,14.594285714285714,7,7,7,12.928571428571429,International,40,0
1541,3,49.9,12.474999999999998,4,4,4,5.9,Standard,279,1
1542,1,6.6,3.3,2,2,2,5.9,Standard,736,1
1543,3,57.53,11.506,5,5,5,11.3,Express,191,1
1544,3,38.76,9.69,4,4,4,10.55,Standard,248,1
1545,3,53.11,13.2775,4,4,4,10.4,Express,67,0
1546,4,57.260000000000005,7.157500000000001,8,8,8,6.65,Standard,112,0
1547,1,17.89,17.89,1,1,1,8.9,Priority,390,1
1548,2,53.51,10.702,5,5,5,7.1,Standard,38,0
1549,5,53.54,7.6485714285714295,7,7,7,7.185714285714286,Standard,293,1
1550,2,51.81,12.9525,4,4,4,5.9,Standard,154,0
1551,2,29.23,5.846,5,5,5,10.7,Express,522,1
1552,2,46.95,11.7375,4,4,4,11.15,Express,511,1
1553,4,79.38,8.82,9,9,9,8.9,Priority,175,0
1554,2,54.650000000000006,13.662500000000001,4,4,4,5.9,Standard,454,1
1555,5,118.97,10.815454545454545,11,11,11,13.754545454545456,International,234,1
1556,3,67.56,9.651428571428571,7,7,7,17.814285714285713,International,237,1
1557,4,106.89,11.876666666666665,9,9,9,7.566666666666667,Standard,109,0
1558,3,54.239999999999995,10.847999999999999,5,5,5,9.5,Express,122,0
1559,8,85.43,8.543000000000001,10,10,10,18.259999999999998,International,38,0
1560,3,53.17,8.861666666666666,6,6,6,21.400000000000002,International,531,1
1561,8,197.51,10.972777777777777,18,18,18,12.833333333333334,Express,36,0
1562,3,55.85,11.17,5,5,5,14.419999999999998,Express,11,0
1563,4,79.47,9.93375,8,8,8,8.15,Priority,365,1
1564,6,134.66,10.358461538461539,13,13,13,10.607692307692307,Standard,205,1
1565,2,40.75,10.1875,4,4,4,5.9,Standard,912,1
1566,8,170.2,11.346666666666668,15,15,15,14.3,International,317,1
1567,3,75.21,12.534999999999997,6,6,6,8.9,Express,622,1
1568,2,41.53,13.843333333333334,3,3,3,7.900000000000001,Priority,919,1
1569,7,138.24,9.216000000000001,15,15,15,14.3,Priority,187,1
1570,2,31.310000000000002,7.827500000000001,4,4,4,15.2,International,472,1
1571,3,58.730000000000004,11.745999999999999,5,5,5,10.1,Priority,153,0
1572,1,29.520000000000003,14.760000000000002,2,2,2,8.9,Priority,851,1
1573,3,59.18,9.863333333333332,6,6,6,9.4,Priority,401,1
1574,3,62.830000000000005,10.47166666666667,6,6,6,13.1,Standard,491,1
1575,2,11.92,5.96,2,2,2,7.4,Priority,241,1
1576,1,19.71,9.855,2,2,2,5.9,Standard,927,1
1577,2,37.97,12.656666666666666,3,3,3,6.900000000000001,Standard,497,1
1578,4,62.72,7.84,8,8,8,8.9,Priority,48,0
1579,5,65.19,8.14875,8,8,8,9.65,Priority,22,0
1580,1,9.32,4.66,2,2,2,11.9,Express,162,0
1581,7,205.44,13.696000000000002,15,15,15,10.74,Priority,27,0
1582,3,47.449999999999996,11.862499999999999,4,4,4,13.55,Express,269,1
1583,2,46.5,11.625,5,5,5,7.7,Priority,119,0
1584,2,40.02,8.004000000000001,5,5,5,24.5,International,277,1
1585,7,139.42,12.674545454545456,11,11,11,14.3,Priority,118,0
1586,2,34.17,11.39,3,3,3,9.9,Express,188,1
1587,3,76.78,10.968571428571428,7,7,7,13.785714285714286,Express,51,0
1588,6,99.24,11.026666666666666,9,9,9,11.3,Priority,90,0
1589,3,81.60000000000001,10.2,8,8,8,13.25,Standard,89,0
1590,6,126.01,9.000714285714286,14,14,14,16.742857142857144,International,107,0
1591,4,107.57000000000001,11.952222222222224,9,9,9,20.366666666666667,International,55,0
1592,3,50.769999999999996,8.461666666666666,6,6,6,14.1,Priority,451,1
1593,5,135.13,11.260833333333332,12,12,12,13.25,Express,87,0
1594,7,155.92,11.137142857142853,14,14,14,17.385714285714286,International,40,0
1595,5,129.09,10.7575,12,12,12,8.15,Priority,25,0
1596,4,97.24000000000001,8.840000000000002,11,11,11,9.990909090909092,Express,99,0
1597,3,49.61,7.087142857142858,7,7,7,6.757142857142858,Standard,42,0
1598,5,105.63,8.802500000000002,12,12,12,8.4,Standard,15,0
1599,6,106.2,9.654545454545454,11,11,11,12.281818181818181,Express,238,1
1600,8,164.55,12.657692307692308,13,13,13,18.03846153846154,International,11,0
1601,7,199.17,11.715882352941176,17,17,17,11.476470588235294,Priority,431,1
1602,3,69.91,9.987142857142857,7,7,7,12.928571428571429,Standard,0,0
1603,6,152.07,10.862142857142857,14,14,14,11.12857142857143,Priority,197,1
1604,5,127.14999999999999,11.559090909090907,11,10,11,12.281818181818181,Priority,482,1
1605,3,34.230000000000004,8.557500000000001,4,4,4,9.65,Express,55,0
1606,2,36.33,7.266,5,5,5,15.14,Priority,697,1
1607,3,43.89,7.315,6,6,6,13.1,International,535,1
1608,3,45.52,5.6899999999999995,8,8,8,15.5,International,140,0
1609,8,174.63,10.914375,16,16,16,12.425,Priority,303,1
1610,4,82.01,11.715714285714286,7,7,7,9.757142857142856,Priority,57,0
1611,3,71.66,11.943333333333333,6,6,6,13.6,Priority,219,1
1612,8,156.27,10.418,15,15,15,11.620000000000001,Standard,239,1
1613,2,31.2,10.4,3,3,3,9.9,Priority,396,1
1614,3,55.57000000000001,11.114,5,5,5,8.3,Priority,259,1
1615,2,50.11,12.527500000000002,4,4,4,8.9,Priority,484,1
1616,3,58.95,8.421428571428573,7,7,7,11.042857142857143,Express,264,1
1617,2,24.0,8.0,3,3,3,14.1,Priority,115,0
1618,7,84.98,6.07,14,14,14,12.62857142857143,Express,168,0
1619,1,10.34,10.34,1,1,1,5.9,Standard,491,1
1620,1,24.060000000000002,12.030000000000001,2,2,2,8.9,Priority,804,1
1621,8,193.78,10.198947368421052,19,19,19,10.226315789473684,Priority,203,1
1622,1,7.7,7.7,1,1,1,8.9,Priority,585,1
1623,1,15.42,7.71,2,2,2,8.9,Priority,112,0
1624,3,23.62,7.873333333333334,3,3,3,14.1,Express,631,1
1625,4,74.53,9.31625,8,8,8,15.875,Express,12,0
1626,3,60.28,10.046666666666667,6,6,6,8.9,Express,468,1
1627,3,73.52,12.253333333333332,6,6,6,18.3,International,37,0
1628,2,22.25,7.416666666666667,3,3,3,5.900000000000001,Standard,962,1
1629,2,51.68,12.920000000000002,4,4,4,6.65,Standard,12,0
1630,6,154.13,11.009285714285715,14,14,14,7.185714285714286,Standard,109,0
1631,6,131.77,10.136153846153848,13,13,13,9.13076923076923,Express,58,0
1632,8,154.94,10.32933333333333,15,15,15,17.42,International,125,0
1633,2,14.31,4.7700000000000005,3,3,3,8.9,Priority,68,0
1634,5,30.72,5.12,6,6,6,17.2,International,259,1
1635,2,64.87,12.974,5,5,5,16.94,Express,31,0
1636,3,49.56,8.26,6,6,6,16.7,International,456,1
1637,3,52.54,10.508,5,5,5,13.34,Standard,777,1
1638,1,27.630000000000003,13.815000000000001,2,2,2,24.5,International,994,1
1639,5,123.77,12.376999999999999,11,11,11,18.827272727272728,International,241,1
1640,2,64.47,12.894,5,5,5,19.46,International,17,0
1641,9,215.62,10.267619047619046,21,21,21,10.52857142857143,Priority,60,0
1642,5,115.34,14.4175,8,8,8,17.075,International,145,0
1643,2,56.06,14.015,4,4,4,8.9,Priority,573,1
1644,7,171.78,10.736250000000002,16,16,16,14.7125,Express,3,0
1645,4,122.65,12.265,10,10,10,10.1,Express,370,1
1646,4,79.11,8.79,9,9,9,9.566666666666668,Express,39,0
1647,1,31.68,15.84,2,2,2,8.9,Priority,239,1
1648,3,86.75999999999999,14.459999999999999,6,6,6,7.900000000000001,Priority,52,0
1649,5,75.09,5.776153846153846,13,13,13,13.146153846153847,Express,85,0
1650,11,210.0,9.130434782608697,23,23,23,12.969565217391304,Priority,98,0
1651,2,26.310000000000002,13.155000000000001,2,2,2,24.5,International,497,1
1652,6,140.5,14.049999999999997,10,10,10,17.96,International,93,0
1653,5,112.64,11.264,10,10,10,11.3,Express,45,0
1654,5,81.07,11.581428571428573,7,7,7,9.414285714285715,Standard,111,0
1655,1,9.26,4.63,2,2,2,11.9,Express,433,1
1656,2,27.04,5.408,5,5,5,13.34,Standard,522,1
1657,4,59.08,8.440000000000001,7,7,7,8.9,Priority,319,1
